rating,production_year,director,age_rating,duration,budget,target,target_log,main_genre,month,director_film_count,actors_fame
6.8,2008,Other,6+,82,85000000.0,297138014.0,19.50970728243303,мультфильм,март,1,56
7.3,2021,Бретт Леонард,12+,100,26400000.0,1743.0,7.463363045520021,спорт,апрель,6,14
7.0,2021,Пол Томас Андерсон,18+,133,40000000.0,33276075.0,17.320349228260042,драма,ноябрь,9,32
6.8,2006,Дональд Питри,18+,108,28000000.0,38077373.0,17.455130779163234,фэнтези,май,11,35
5.8,2019,Other,18+,109,25000000.0,8808611.0,15.991240323734429,ужасы,март,3,57
6.0,2018,Элай Рот,12+,105,42000000.0,131457147.0,18.694191478145218,фэнтези,сентябрь,8,45
6.6,2014,Линн Шелтон,18+,99,20675084.252396166,2379154.0,14.682255520271125,мелодрама,январь,5,42
6.9,2018,Other,18+,103,22235437.828422878,104438188.0,18.46410595197024,комедия,май,2,74
7.7,2008,Рик Роман Во,18+,104,2900000.0,36756.0,10.512056756620776,триллер,июль,7,46
6.1,2015,Other,12+,109,12000000.0,85512300.0,18.264170783209305,мелодрама,июнь,2,12
6.3,2022,Other,18+,97,76391858.71217713,191359.0,12.16190652397824,фантастика,апрель,1,5
7.0,2001,Other,18+,131,68000000.0,96976270.0,18.389976867363355,боевик,февраль,2,35
6.5,2020,Other,18+,93,20635465.661466457,170653.0,12.04738753402211,триллер,июль,1,6
7.5,2014,Лассе Халльстрём,12+,122,22000000.0,89514453.0,18.309910656241136,драма,август,11,16
6.2,2007,Джадд Апатоу,18+,129,30000000.0,219076518.0,19.20493162401604,мелодрама,март,6,63
6.5,2017,Other,18+,89,20635465.661466457,1135531.0,13.942610940903661,триллер,октябрь,3,39
7.8,1993,Джонатан Демме,18+,125,26000000.0,206678440.0,19.146674713454637,драма,декабрь,18,123
7.0,2013,Other,18+,103,15338528.770776752,1877924.0,14.44567746934787,драма,январь,1,29
6.1,2019,Other,18+,87,13500000.0,91542097.0,18.332309500945737,ужасы,июль,3,15
6.7,2020,Other,6+,93,76824034.83870968,28588425.0,17.168512473589004,мультфильм,май,1,8
7.1,2007,Other,18+,191,67000000.0,25422088.0,17.05112896039948,ужасы,март,1,50
5.6,2019,Other,18+,118,48000000.0,73279888.0,18.109796749944703,боевик,ноябрь,3,25
8.0,1993,Клинт Иствуд,18+,138,30000000.0,135130999.0,18.72175522886787,триллер,ноябрь,38,97
7.4,2006,Сильвестр Сталлоне,18+,102,24000000.0,155720088.0,18.863570645823245,драма,декабрь,9,52
6.4,2023,Other,18+,103,45000000.0,87256407.0,18.28436154901552,комедия,июнь,2,21
7.3,2007,Other,18+,114,19000000.0,34612443.0,17.3597237996561,триллер,сентябрь,4,83
7.2,2012,Other,18+,104,8000000.0,9128263.0,16.0268859825542,фэнтези,июль,2,48
7.9,1978,Майкл Чимино,18+,183,15000000.0,48991826.0,17.70716402583298,драма,декабрь,7,79
6.4,2009,Other,18+,101,20000000.0,644535.0,13.376284405550185,триллер,ноябрь,2,59
6.3,2009,Марк Уотерс,18+,100,58972095.5704698,102223269.0,18.4426698908361,фэнтези,апрель,10,94
7.6,1992,Сэм Рэйми,18+,85,11000000.0,11502976.0,16.25811634246373,ужасы,октябрь,14,12
6.9,2000,Пол Верховен,18+,112,95000000.0,190213455.0,19.063657446898436,ужасы,август,5,75
6.1,2021,Other,18+,99,20635465.661466457,229811.0,12.345012510962222,триллер,июнь,2,113
7.1,2011,Other,16+,101,25000000.0,99357138.0,18.414231371386762,драма,апрель,4,32
7.4,1999,Деннис Дуган,0+,93,34200000.0,234801895.0,19.274252716584115,драма,июнь,15,45
7.1,1989,Other,18+,103,11500000.0,57469467.0,17.866764356036878,ужасы,апрель,4,7
7.2,1981,Сэм Рэйми,18+,90,350000.0,2661944.0,14.794567240901491,ужасы,октябрь,14,9
6.6,2011,Крэйг Гиллеспи,18+,105,30000000.0,41002607.0,17.52914620801297,ужасы,август,8,59
7.4,1996,Дэвид С. Уорд,0+,89,31000000.0,37553752.0,17.44128385128926,комедия,март,6,30
7.3,2009,Other,18+,97,15000000.0,1669100.0,14.32779511696651,триллер,май,2,72
5.9,2016,Other,18+,98,33000000.0,77068246.0,18.16020189896399,мелодрама,июнь,1,42
6.1,2009,Майкл Лембек,12+,97,48000000.0,112462508.0,18.538130461842332,фэнтези,январь,5,50
7.6,2000,Other,18+,120,15000000.0,40863718.0,17.525753136850888,драма,апрель,1,54
7.8,1979,Сильвестр Сталлоне,16+,119,7000000.0,85182160.0,18.260302580203106,драма,июнь,9,54
7.8,1967,Other,0+,78,4000000.0,205843612.0,19.1426272733936,мультфильм,октябрь,2,5
5.4,2019,Other,18+,88,15087496.42074074,1772204.0,14.387734527674386,ужасы,январь,2,4
8.0,1988,Фрэнк Оз,18+,110,22235437.828422878,42039085.0,17.554110338750437,комедия,декабрь,11,62
5.9,2019,Other,18+,106,27000000.0,231252591.0,19.259021138618365,ужасы,июнь,1,7
6.2,2007,Роберт Земекис,18+,113,150000000.0,196393745.0,19.095632105108635,мультфильм,ноябрь,19,53
6.8,2000,Роджер Споттисвуд,18+,123,82000000.0,96085477.0,18.38074873869082,фантастика,октябрь,7,50
6.4,2015,Other,18+,113,31500000.0,38803993.0,17.47403371166952,фантастика,апрель,2,93
7.2,2005,Дэвид Добкин,18+,119,40000000.0,285176741.0,19.468619689882832,мелодрама,июль,5,92
6.7,2008,Питер Сигал,12+,110,80000000.0,230685453.0,19.256565665239098,боевик,июнь,11,78
7.0,2008,Other,18+,103,14700000.0,8095596.0,15.906830768078507,мелодрама,сентябрь,1,57
7.1,2014,Other,18+,106,6000000.0,5670776.0,15.550836527009562,драма,январь,4,34
7.0,2004,Кевин Смит,18+,98,35000000.0,35492921.0,17.38484382611043,драма,март,14,48
6.5,2005,Джадд Апатоу,18+,116,26000000.0,177378645.0,18.993797242916216,комедия,август,6,75
7.1,2000,Other,18+,97,80000000.0,113916474.0,18.550976053603986,драма,июль,2,45
7.3,1989,Other,18+,109,24000000.0,22099847.0,16.911081243387095,боевик,август,3,75
7.4,1999,Харольд Рэмис,18+,103,80000000.0,176885658.0,18.991014081790198,комедия,март,9,96
7.3,2007,Other,0+,100,28000000.0,92601050.0,18.343811038644994,драма,июль,4,53
6.7,2024,Other,undefined,94,85000000.0,548295419.0,20.122324785424183,мультфильм,март,1,36
7.6,1991,Джим Абрахамс,12+,85,26000000.0,181096164.0,19.01453874096172,комедия,июль,5,42
7.0,2008,Other,18+,105,40000000.0,91636986.0,18.33334552544082,мелодрама,март,4,44
8.0,1942,Майкл Кёртиц,12+,103,950000.0,2875243.0,14.871647750380957,драма,ноябрь,11,19
6.1,2013,Other,18+,91,17000000.0,97542952.0,18.395803372295088,ужасы,март,4,20
5.3,2023,Other,18+,94,15087496.42074074,330961.0,12.709755822643903,ужасы,июль,1,3
7.4,2023,Other,18+,105,20675084.252396166,42550135.0,17.56619358571658,мелодрама,январь,1,11
7.2,2004,Питер Челсом,12+,106,50000000.0,170128460.0,18.952064356715866,драма,октябрь,6,93
6.4,2011,"Бобби Фаррелли, Питер Фаррелли",18+,105,36000000.0,83160734.0,18.23628584727396,комедия,февраль,10,55
7.1,1997,Квентин Тарантино,18+,154,12000000.0,39673162.0,17.496185496901628,триллер,декабрь,9,71
7.7,1992,Ричард Доннер,18+,118,35000000.0,321731527.0,19.58922798865084,боевик,май,13,74
7.4,2014,Ричард Линклейтер,18+,166,4000000.0,48137666.0,17.689575505554302,драма,январь,17,48
7.4,1992,Other,12+,80,3500000.0,3560469.0,15.085402835724087,мультфильм,октябрь,1,5
5.9,2016,Other,18+,108,10000000.0,118587880.0,18.591164847063084,ужасы,июнь,3,27
8.0,1993,Брайан Де Пальма,18+,144,30000000.0,63848322.0,17.97202085975293,триллер,ноябрь,17,77
5.7,2022,Патрик Люссье,18+,105,15087496.42074074,360476.0,12.795180659288484,ужасы,декабрь,6,11
6.0,2019,Other,18+,111,6000000.0,1023510.0,13.838748454431451,ужасы,сентябрь,1,89
7.3,1986,Other,18+,96,15000000.0,60629159.0,17.920286506930765,ужасы,август,4,41
7.3,2005,Джон Синглтон,18+,109,45000000.0,92374674.0,18.341363408133045,боевик,июль,9,58
7.2,2019,Other,18+,135,19000000.0,50023780.0,17.728009050330588,триллер,август,2,38
7.5,2006,Марк Форстер,12+,113,30000000.0,53653224.0,17.798052118432103,фэнтези,сентябрь,11,53
7.2,2022,Other,18+,125,24000000.0,144353965.0,18.7877789316558,триллер,июнь,1,7
8.0,1995,Клинт Иствуд,12+,135,24000000.0,182016617.0,19.01960854307108,мелодрама,май,38,88
5.2,2011,Деннис Дуган,18+,94,79000000.0,149673788.0,18.823968737198225,комедия,ноябрь,15,87
7.8,1996,Other,6+,91,100000000.0,325338851.0,19.60037781560642,мультфильм,июнь,3,36
6.4,2022,Other,6+,122,110000000.0,405421518.0,19.820437869014608,фантастика,март,2,50
7.2,2003,Ричард Линклейтер,12+,109,35000000.0,131095614.0,18.69143749279671,комедия,сентябрь,17,39
6.4,2018,Other,18+,130,35000000.0,67359190.0,18.025549902885427,боевик,январь,1,51
6.7,1991,Брайан Левант,12+,90,15000000.0,32704700.0,17.303029356426038,комедия,июль,7,21
6.1,2011,Фрэнк Корачи,12+,102,80000000.0,169852759.0,18.95044249618342,фэнтези,июль,6,44
6.3,2019,Other,18+,84,22235437.828422878,9341824.0,16.050012080217826,комедия,октябрь,4,31
7.8,1992,Клинт Иствуд,18+,131,14400000.0,159157447.0,18.885404502931923,вестерн,август,38,131
6.9,2012,Other,18+,99,12000000.0,12077441.0,16.306849890281814,триллер,январь,1,47
4.3,2018,Other,18+,93,10000000.0,51738549.0,17.76171369026243,ужасы,август,3,11
6.6,2016,"Итан Коэн, Джоэл Коэн",18+,106,22000000.0,63647656.0,17.968873055895237,драма,февраль,6,57
6.4,2008,Other,18+,114,16000000.0,50005199.0,17.727637537986876,драма,сентябрь,1,57
6.6,1998,Бетти Томас,12+,85,71500000.0,294456605.0,19.5006421987555,фэнтези,июнь,7,57
8.0,1979,Роберт Бентон,12+,105,8000000.0,106260000.0,18.481399478987072,драма,декабрь,8,76
5.9,2015,Энн Флетчер,18+,87,35000000.0,51680201.0,17.76058530674994,боевик,апрель,6,30
7.9,1958,Альфред Хичкок,12+,128,2479000.0,7317416.0,15.805767818151917,фильм-нуар,май,19,18
6.4,2000,Уэс Крэйвен,18+,116,40000000.0,161834276.0,18.902083381933338,ужасы,февраль,16,44
6.5,2019,Other,18+,149,45000000.0,10032621.0,16.12135244185287,драма,сентябрь,1,12
6.0,2006,Other,12+,104,100000000.0,249488115.0,19.33492183675071,фэнтези,декабрь,1,16
7.2,1990,Other,18+,108,6000000.0,24271196.0,17.004800855433817,боевик,август,2,25
7.6,1991,Джон Хьюз,12+,101,25000000.0,33691313.0,17.332750587612328,комедия,октябрь,8,33
7.4,2001,Уэс Андерсон,18+,110,21000000.0,71441250.0,18.084385991579893,драма,октябрь,10,87
7.7,1984,Роберт Земекис,16+,106,10000000.0,86572238.0,18.27648974476955,боевик,март,19,86
7.0,2019,Other,18+,144,26000000.0,18577736.0,16.7374744324723,драма,август,2,74
6.6,2009,Other,18+,111,38000000.0,48858618.0,17.704441338498224,фантастика,январь,4,44
6.9,2012,Other,18+,95,2000000.0,92654.0,11.436627404014164,мелодрама,январь,2,15
7.7,2003,Other,12+,117,65000000.0,141337989.0,18.766664665023313,драма,декабрь,4,66
7.0,2009,Other,18+,93,3700000.0,3492.0,8.158229916959494,боевик,сентябрь,1,22
7.3,2020,Other,12+,110,20675084.252396166,3151849.0,14.963499822721003,мелодрама,август,4,28
7.2,2001,Фрэнк Оз,18+,124,68000000.0,113579918.0,18.548017270455208,боевик,июль,11,107
7.3,1996,Other,6+,87,80000000.0,230418342.0,19.255407092992353,мультфильм,ноябрь,2,5
5.5,2023,Other,undefined,127,195000000.0,438966392.0,19.899933412300243,фантастика,май,3,9
6.7,2015,Other,18+,93,20635465.661466457,1667849.0,14.327045330225022,триллер,март,2,65
6.1,2003,Other,12+,107,120000000.0,259175788.0,19.373017107585536,боевик,июнь,4,68
5.8,2018,Дэвид Гордон Грин,18+,106,10000000.0,255485178.0,19.358674954183606,ужасы,сентябрь,16,39
7.0,2005,Мартин Кэмпбелл,18+,129,75000000.0,142400065.0,18.77415101340272,боевик,октябрь,9,47
7.2,2008,Other,18+,90,40000000.0,151161491.0,18.833859300117478,боевик,февраль,1,84
5.7,2012,Other,18+,87,3000000.0,12128575.0,16.311074796690296,комедия,январь,2,37
7.2,2006,Сидни Люмет,18+,125,13000000.0,2636637.0,14.78501479943215,драма,февраль,19,33
6.9,2013,Other,0+,102,100000000.0,268418682.0,19.408058565706543,мультфильм,май,2,57
7.6,2022,Other,6+,88,76824034.83870968,2620265.0,14.778786015660634,мультфильм,май,1,18
6.8,2015,Майкл Бэй,18+,144,50000000.0,69411370.0,18.055561244910923,боевик,январь,14,21
7.2,2023,Other,18+,94,15338528.770776752,170930.0,12.049009394950314,драма,июль,1,7
7.0,2007,Other,18+,86,39000000.0,26820641.0,17.104682335606775,боевик,июль,3,32
5.8,2022,Other,18+,92,20635465.661466457,9979.0,9.208238163884312,триллер,февраль,3,51
5.9,2010,Other,18+,91,2750000.0,177512032.0,18.994548950497876,ужасы,октябрь,4,4
7.1,1985,Сильвестр Сталлоне,18+,91,31000000.0,300473716.0,19.52087084055995,драма,ноябрь,9,60
7.1,1998,Мими Ледер,12+,120,75000000.0,349464664.0,19.671913010091835,фантастика,май,5,67
6.9,2005,Other,18+,103,1000000.0,7022209.0,15.764588398867701,триллер,октябрь,3,32
6.2,2019,Other,18+,89,50000000.0,91490353.0,18.33174409299345,боевик,сентябрь,3,48
7.1,2002,Other,12+,96,80000000.0,123729176.0,18.633605670505816,фантастика,март,3,29
7.9,2009,Ник Кассаветис,18+,109,30000000.0,95714875.0,18.376884277991437,драма,июнь,6,41
6.1,2013,Other,18+,90,35000000.0,46522137.0,17.655438821790955,драма,апрель,1,124
6.5,1996,Том Шэдьяк,12+,95,54000000.0,273961019.0,19.42849638780816,фантастика,июнь,9,61
7.6,1984,Мартин Брест,16+,105,14000000.0,316360478.0,19.572392874551255,боевик,декабрь,6,53
7.4,1982,Сильвестр Сталлоне,18+,99,17000000.0,125049125.0,18.644217218062302,драма,май,9,52
6.9,2008,Энн Флетчер,16+,106,30000000.0,160259319.0,18.892303804960356,мелодрама,январь,6,52
7.3,1999,Other,18+,113,13000000.0,23106667.0,16.95563174856942,фантастика,сентябрь,3,87
5.6,2017,Other,18+,124,100000000.0,142337240.0,18.77370972945491,фантастика,март,2,7
6.8,1993,Other,0+,89,15000000.0,118243066.0,18.588252945139214,мелодрама,декабрь,4,25
7.7,2015,Other,12+,105,8000000.0,9074749.0,16.021006279330486,драма,январь,1,19
5.6,2011,Пол Фиг,18+,125,32500000.0,288383523.0,19.479801829288025,комедия,апрель,6,46
6.7,2008,Николас Столлер,18+,111,30000000.0,105173115.0,18.471118264770148,драма,март,6,38
6.6,2007,Other,18+,111,15000000.0,7938872.0,15.887281757639878,триллер,октябрь,1,54
6.2,2020,Other,18+,90,20635465.661466457,302127.0,12.618602737760456,триллер,февраль,3,35
6.7,2023,Other,18+,100,39390215.67272727,24353.0,10.100410324207255,боевик,сентябрь,4,32
6.5,2006,Вольфганг Петерсен,12+,98,160000000.0,181674817.0,19.017728927173223,боевик,май,6,54
6.7,2009,Other,18+,102,15087496.42074074,77527732.0,18.166146262574944,ужасы,март,1,36
6.6,2022,Other,6+,87,80000000.0,940203765.0,20.66160718101342,мультфильм,июнь,1,50
7.6,2019,Other,18+,111,15338528.770776752,20322.0,9.919459322045826,драма,сентябрь,1,40
6.6,2007,Other,18+,100,60000000.0,253625427.0,19.35136903969681,боевик,февраль,4,83
5.9,2010,Джон Карпентер,18+,89,10000000.0,5343820.0,15.491451310996615,ужасы,сентябрь,16,17
7.1,2016,Other,18+,117,6000000.0,6698679.0,15.717420900742678,драма,сентябрь,3,40
6.7,2019,Род Лури,18+,123,39390215.67272727,2327336.0,14.660234823781847,боевик,ноябрь,6,16
6.8,2007,Деннис Дуган,16+,111,85000000.0,186072214.0,19.041645403640818,мелодрама,июль,15,62
6.1,2018,Other,18+,87,15338528.770776752,2182965.0,14.596194602421416,драма,август,2,62
7.1,2024,Дэвид Литч,undefined,126,130000000.0,180572355.0,19.011642114140578,боевик,март,5,53
6.7,2018,Роб Маршалл,6+,130,130000000.0,349537494.0,19.67212139285412,мюзикл,ноябрь,7,26
5.8,2016,Other,18+,110,76391858.71217713,4531320.0,15.326523845741661,фантастика,сентябрь,1,48
6.2,2006,Джон Уайтселл,18+,99,40000000.0,138245643.0,18.744542682499393,комедия,январь,7,38
6.2,2002,Роб Минкофф,0+,77,120000000.0,169956806.0,18.951054880377203,фэнтези,июль,5,36
7.7,1983,Джон Лэндис,18+,116,28000000.0,90404800.0,18.319807921297922,комедия,июнь,13,71
5.3,2020,Other,18+,88,15087496.42074074,4311042.0,15.276690196200951,ужасы,июнь,1,17
8.3,1921,Чарльз Чаплин,0+,53,250000.0,5450000.0,15.511126166639427,драма,январь,8,11
6.6,2007,Other,18+,113,30000000.0,75505977.0,18.139722376648738,ужасы,октябрь,3,31
6.9,2003,Стив Карр,6+,89,60000000.0,164433867.0,18.91801902302015,комедия,май,7,57
5.6,2024,Other,18+,86,39390215.67272727,51163.0,10.842771893535705,боевик,март,3,47
6.5,2022,"Энтони Руссо, Джо Руссо",undefined,120,200000000.0,454023.0,13.025903136533222,боевик,июль,7,51
6.7,2014,Other,18+,107,12600000.0,18658381.0,16.741805986489645,триллер,сентябрь,1,27
6.6,2018,Other,18+,82,30953714.285714287,1243.0,7.1252830915107115,детектив,декабрь,1,3
7.8,2000,Грегори Хоблит,16+,119,31000000.0,68106245.0,18.03657947029263,триллер,апрель,5,68
7.4,1996,Кэмерон Кроу,18+,139,50000000.0,273552592.0,19.427004453845047,драма,декабрь,9,80
6.2,2013,Роберт Лукетич,12+,106,35000000.0,15500644.0,16.55639212941346,триллер,август,7,46
7.7,2000,Other,6+,82,127500000.0,349822765.0,19.6729371984769,мультфильм,май,1,22
6.7,2006,Other,0+,104,100000000.0,384335608.0,19.767026708021255,мультфильм,ноябрь,1,68
7.3,2000,Вольфганг Петерсен,18+,130,140000000.0,328718434.0,19.610712118595252,боевик,июнь,6,92
7.6,2007,Майк Байндер,18+,124,20000000.0,22222308.0,16.916607207168642,драма,март,6,64
7.2,1996,Ян де Бонт,12+,108,92000000.0,494471524.0,20.019000121929096,боевик,май,5,46
6.2,2021,Other,18+,105,39390215.67272727,10637.0,9.272093768251665,боевик,март,1,3
6.1,2006,Джон Мур,18+,110,25000000.0,119498909.0,18.59881779958705,ужасы,июнь,5,33
7.3,2024,Other,18+,181,50000000.0,34318824.0,17.351204566262687,вестерн,май,4,63
6.6,2007,Other,18+,99,80000000.0,40170558.0,17.50864489720239,фантастика,август,1,53
7.6,1987,Сэм Рэйми,18+,84,3500000.0,5923044.0,15.594361063899415,ужасы,март,14,9
7.1,2010,Other,18+,112,1000000.0,12355734.0,16.329630804786287,драма,январь,2,46
6.8,2007,Гэрри Маршалл,18+,113,20000000.0,24991167.0,17.034033000400257,драма,май,18,36
6.8,2001,Марк Пеллингтон,18+,119,32000000.0,55157539.0,17.825703994230544,ужасы,январь,8,66
7.8,1987,Брайан Де Пальма,18+,119,25000000.0,76270454.0,18.149796186659746,триллер,июнь,17,62
7.4,2011,Роб Райнер,18+,109,15338528.770776752,123821.0,11.726592253280312,драма,апрель,19,68
7.3,1996,Деннис Дуган,12+,92,12000000.0,41205099.0,17.534072568797775,комедия,февраль,15,46
7.3,2022,Other,6+,100,76824034.83870968,250387888.0,19.33852182541329,мультфильм,март,1,31
7.4,2015,Джордж Тиллман мл.,18+,128,34000000.0,62944815.0,17.957768948104384,драма,апрель,8,23
7.2,2011,Other,18+,104,15338528.770776752,393880.0,12.883801573361739,драма,сентябрь,4,4
6.7,2008,Энди Теннант,18+,108,70000000.0,111231041.0,18.5271200465103,мелодрама,февраль,10,87
7.7,1991,Тони Скотт,16+,105,43000000.0,59509925.0,17.901653663327853,боевик,декабрь,13,91
5.2,2015,Other,18+,97,10000000.0,53329150.0,17.79199364395361,ужасы,август,1,12
6.2,2000,Other,12+,79,13000000.0,73180723.0,18.108442597255095,фантастика,декабрь,3,53
7.0,1989,Джо Джонстон,6+,90,18000000.0,222724172.0,19.221444666975117,фантастика,июнь,8,19
5.8,2003,Other,12+,95,45000000.0,124914842.0,18.643142799100808,комедия,июнь,3,57
6.3,2020,Other,18+,88,15087496.42074074,457144.0,13.032753718711517,ужасы,февраль,2,85
6.2,2016,Other,18+,110,1500000.0,65172611.0,17.992549861952835,драма,сентябрь,3,7
7.3,2005,Джейсон Райтман,18+,92,6500000.0,39323027.0,17.48732083400344,драма,сентябрь,9,46
6.6,2017,Элай Рот,18+,107,30000000.0,49562710.0,17.718749294424764,боевик,март,8,116
6.7,2012,Other,18+,118,30000000.0,18074539.0,16.710014820842908,триллер,февраль,2,40
7.7,1996,Дэнни ДеВито,12+,98,36000000.0,33459416.0,17.325843799694603,фэнтези,июль,5,38
7.7,2009,Other,18+,100,21000000.0,16443609.0,16.615447449047547,драма,ноябрь,4,118
7.7,1952,Other,0+,77,4000000.0,87404651.0,18.286059054312865,мультфильм,февраль,3,5
5.7,2004,Питер Хайамс,18+,110,80000000.0,11665465.0,16.272143325480712,ужасы,август,11,43
7.0,2012,"Итан Коэн, Джоэл Коэн",18+,104,11000000.0,32935319.0,17.310056165754673,драма,май,6,18
6.5,2014,Other,12+,118,60000000.0,30800231.0,17.243032747915677,фэнтези,февраль,1,53
6.7,2004,Other,18+,124,33000000.0,54700105.0,17.81737618695161,боевик,апрель,3,77
7.8,2017,Реджинальд Хадлин,18+,118,12000000.0,10116816.0,16.12970954781299,биография,сентябрь,5,30
5.9,2002,Раджа Госнелл,12+,89,84000000.0,275650703.0,19.434645053332286,фэнтези,июнь,9,29
5.0,2008,Other,18+,83,35000000.0,71239186.0,18.08155359015538,фантастика,март,2,19
7.1,2000,Тодд Филлипс,18+,94,16000000.0,119754278.0,18.600952518043083,комедия,май,11,33
8.0,1995,Ричард Линклейтер,18+,101,2500000.0,22735405.0,16.93943395902584,драма,январь,17,38
4.1,2010,"Джейсон Фридберг, Аарон Зельцер",16+,80,20000000.0,80547866.0,18.20436217437474,ужасы,август,6,8
5.8,1988,Other,18+,102,63000000.0,189015611.0,19.0573401674965,боевик,май,2,52
7.3,2019,Other,18+,112,38657054.05405405,9090040.0,16.022689866584024,биография,апрель,1,21
6.9,2017,Other,18+,102,20635465.661466457,3274936.0,15.001808884875809,триллер,май,2,15
7.6,2002,Other,18+,109,16000000.0,21672284.0,16.891544767127797,драма,сентябрь,1,50
6.9,1990,Айвен Райтман,12+,107,15000000.0,201957688.0,19.123568768078016,боевик,декабрь,14,46
6.8,2015,Other,18+,101,23000000.0,79799880.0,18.19503255865951,комедия,январь,1,30
7.6,2005,Лассе Халльстрём,18+,112,15338528.770776752,37691644.0,17.44494898328912,драма,сентябрь,11,31
6.8,2014,Other,18+,103,16200000.0,54418872.0,17.812221563430903,боевик,август,4,65
7.0,1978,Джон Карпентер,18+,101,325000.0,60000000.0,17.909855120186375,ужасы,октябрь,16,36
6.6,2007,Ренни Харлин,18+,88,25000000.0,5796630.0,15.57278727216794,триллер,сентябрь,19,100
6.8,2008,Other,18+,108,25000000.0,17741298.0,16.691405700151023,триллер,апрель,1,69
5.9,2012,Other,12+,94,39390215.67272727,2562285.0,14.75640999646977,боевик,декабрь,4,18
7.1,2005,Other,18+,113,52000000.0,77944725.0,18.171510479593884,боевик,март,1,108
6.4,2010,Other,18+,101,20000000.0,54806823.0,17.819325251467124,ужасы,февраль,2,27
6.5,2023,Джеймс Мэнголд,undefined,154,295000000.0,383963057.0,19.766056900194766,фантастика,май,11,42
7.7,1968,Other,18+,137,3200000.0,33395426.0,17.32392950246117,ужасы,июнь,2,24
6.9,2011,Гэрри Маршалл,18+,118,56000000.0,142044638.0,18.771651918279936,мелодрама,декабрь,18,43
6.9,2010,Other,18+,103,32000000.0,69055695.0,18.050423910884906,боевик,август,3,59
8.1,1954,Альфред Хичкок,12+,105,1400000.0,24270.0,10.096996298720647,фильм-нуар,февраль,19,11
6.7,2022,Other,18+,123,35000000.0,87609403.0,18.288398890328722,драма,сентябрь,2,27
7.7,1994,Кевин Смит,18+,92,27000.0,3151130.0,14.963271676632267,комедия,январь,14,10
7.3,1989,Other,18+,100,55000000.0,63408614.0,17.965110277686186,боевик,декабрь,1,75
6.2,2011,Рубен Фляйшер,18+,83,28000000.0,40662632.0,17.520820095992722,боевик,август,6,30
6.7,2022,Other,16+,98,22235437.828422878,17190.0,9.752083098376895,комедия,июнь,1,34
6.0,2009,Энди Фикмен,12+,98,65000000.0,106387141.0,18.482595272305076,фантастика,март,10,41
6.1,2011,Other,18+,89,5000000.0,26236153.0,17.082648903060417,ужасы,сентябрь,3,4
6.9,2015,Гас Ван Сент,12+,110,25000000.0,850985.0,13.65414978107819,фэнтези,май,16,68
6.3,2005,Other,18+,110,50000000.0,161451538.0,18.899715581292277,ужасы,март,1,37
7.0,2002,Other,18+,101,10000000.0,458144.0,13.034938824160054,триллер,апрель,1,28
7.6,1991,Саймон Уинсер,18+,98,23000000.0,7434726.0,15.82167228447371,боевик,август,7,48
7.1,2000,Роберт Земекис,18+,125,100000000.0,291420351.0,19.490277287996445,ужасы,июль,19,73
6.2,2015,Дрейк Доримус,18+,101,16000000.0,2084628.0,14.550100980030598,фантастика,сентябрь,7,52
7.5,2002,Спайк Ли,18+,135,5000000.0,23928503.0,16.9905809004685,драма,декабрь,23,51
6.0,2009,Пол Вайц,18+,119,40000000.0,38338818.0,17.461973465685567,фэнтези,октябрь,9,42
6.6,2010,Николас Столлер,16+,113,40000000.0,91261479.0,18.329239339775338,комедия,май,6,45
6.6,2015,Other,18+,111,19500000.0,34854990.0,17.36670686999971,триллер,ноябрь,3,78
6.4,2022,Other,16+,130,68000000.0,171235592.0,18.95855089726055,фантастика,июль,3,13
7.4,2003,Ридли Скотт,18+,116,62000000.0,65565672.0,17.998562824265992,триллер,сентябрь,20,108
5.9,2011,Джон Синглтон,12+,106,35000000.0,82087155.0,18.22329210664019,боевик,август,9,27
5.8,2013,Роберт Родригес,18+,108,20000000.0,17496820.0,16.67752970809599,боевик,сентябрь,14,29
7.6,1997,Барри Левинсон,18+,97,15000000.0,64256513.0,17.978393646251853,драма,декабрь,23,109
6.3,2018,Other,18+,112,12000000.0,91244913.0,18.329057800927696,комедия,апрель,1,28
7.4,1997,Other,18+,124,60000000.0,159330280.0,18.886489838424087,боевик,ноябрь,4,122
6.8,2017,Other,18+,107,15338528.770776752,246133.0,12.413627319222229,драма,март,1,17
6.0,2010,Дэвид Гордон Грин,18+,102,49900000.0,24856478.0,17.02862896063934,фэнтези,апрель,16,43
7.4,1980,Other,12+,88,3500000.0,83453539.0,18.239800615800817,комедия,июль,2,15
6.6,2003,Маркус Ниспел,18+,98,9500000.0,107071655.0,18.48900884119254,ужасы,октябрь,5,23
6.0,2014,Other,18+,93,5000000.0,41898409.0,17.550758412811053,ужасы,август,4,4
6.5,2021,Other,12+,112,23000000.0,50541093.0,17.738297286124983,мелодрама,февраль,4,56
6.6,1994,Дональд Питри,12+,95,40000000.0,38087756.0,17.45540342361879,комедия,декабрь,11,19
6.8,1990,Other,18+,117,35000000.0,45681173.0,17.637196801616312,фантастика,июнь,3,25
6.1,2023,Джеймс Ван,undefined,124,205000000.0,434381226.0,19.88943310741802,фантастика,декабрь,10,30
8.0,1962,Роберт Маллиган,18+,129,2000000.0,592237.0,13.29166217159017,драма,декабрь,7,16
